"","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature","track.name","name"
"173",0.625,0.45,9,-9.985,1,0.0311,0.0776,0.000217,0.117,0.0362,92.974,"audio_features","7Cye3UbCA6UNuDykdCf3AB","spotify:track:7Cye3UbCA6UNuDykdCf3AB","https://api.spotify.com/v1/tracks/7Cye3UbCA6UNuDykdCf3AB","https://api.spotify.com/v1/audio-analysis/7Cye3UbCA6UNuDykdCf3AB",206472,3,"Dark Light","Andrew"
"174",0.849,0.648,7,-6.188,1,0.0832,0.0725,0.00592,0.0984,0.196,106.075,"audio_features","4irYeuAi87yyGHcI4h9s0x","spotify:track:4irYeuAi87yyGHcI4h9s0x","https://api.spotify.com/v1/tracks/4irYeuAi87yyGHcI4h9s0x","https://api.spotify.com/v1/audio-analysis/4irYeuAi87yyGHcI4h9s0x",111020,4,"Paris","Andrew"
"175",0.587,0.711,1,-6.33,1,0.42,0.171,0,0.125,0.381,98.008,"audio_features","3muBQDekYAg7jm6hDu6R0Z","spotify:track:3muBQDekYAg7jm6hDu6R0Z","https://api.spotify.com/v1/tracks/3muBQDekYAg7jm6hDu6R0Z","https://api.spotify.com/v1/audio-analysis/3muBQDekYAg7jm6hDu6R0Z",254694,4,"First Day Out","Andrew"
"176",0.773,0.742,5,-5.453,0,0.162,0.00198,0,0.558,0.35,148.949,"audio_features","0Tcw8w9pvPrZoORgxsNASW","spotify:track:0Tcw8w9pvPrZoORgxsNASW","https://api.spotify.com/v1/tracks/0Tcw8w9pvPrZoORgxsNASW","https://api.spotify.com/v1/audio-analysis/0Tcw8w9pvPrZoORgxsNASW",186843,4,"Over Your Head","Andrew"
"177",0.801,0.596,1,-4.72,1,0.0534,0.00301,0,0.162,0.134,120.028,"audio_features","76MjtLfZoTNc3BDqUVjuRH","spotify:track:76MjtLfZoTNc3BDqUVjuRH","https://api.spotify.com/v1/tracks/76MjtLfZoTNc3BDqUVjuRH","https://api.spotify.com/v1/audio-analysis/76MjtLfZoTNc3BDqUVjuRH",280666,4,"Patek","Andrew"
"178",0.868,0.638,2,-7.746,1,0.0736,0.146,0.0565,0.0931,0.459,126.03,"audio_features","7v96VvFLS0wSYT8kewNLRy","spotify:track:7v96VvFLS0wSYT8kewNLRy","https://api.spotify.com/v1/tracks/7v96VvFLS0wSYT8kewNLRy","https://api.spotify.com/v1/audio-analysis/7v96VvFLS0wSYT8kewNLRy",182857,4,"24 (feat. Lil Baby)","Andrew"
"179",0.904,0.723,11,-5.224,0,0.26,0.0631,0,0.185,0.835,145.013,"audio_features","2MbdDtCv5LUVjYy9RuGTgC","spotify:track:2MbdDtCv5LUVjYy9RuGTgC","https://api.spotify.com/v1/tracks/2MbdDtCv5LUVjYy9RuGTgC","https://api.spotify.com/v1/audio-analysis/2MbdDtCv5LUVjYy9RuGTgC",227478,4,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Andrew"
"180",0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,0.129,159.801,"audio_features","0e7ipj03S05BNilyu5bRzt","spotify:track:0e7ipj03S05BNilyu5bRzt","https://api.spotify.com/v1/tracks/0e7ipj03S05BNilyu5bRzt","https://api.spotify.com/v1/audio-analysis/0e7ipj03S05BNilyu5bRzt",218147,4,"rockstar (feat. 21 Savage)","Andrew"
"181",0.855,0.651,0,-8.044,0,0.235,0.063,0,0.0772,0.559,111.997,"audio_features","5Z8HZM6iQMhhqyPcCGY5g9","spotify:track:5Z8HZM6iQMhhqyPcCGY5g9","https://api.spotify.com/v1/tracks/5Z8HZM6iQMhhqyPcCGY5g9","https://api.spotify.com/v1/audio-analysis/5Z8HZM6iQMhhqyPcCGY5g9",193027,4,"Hot (feat. Gunna)","Andrew"
"182",0.882,0.602,11,-5.554,1,0.245,0.0177,0,0.178,0.43,142.959,"audio_features","598yNsG1JFrGd4n2kMoz7F","spotify:track:598yNsG1JFrGd4n2kMoz7F","https://api.spotify.com/v1/tracks/598yNsG1JFrGd4n2kMoz7F","https://api.spotify.com/v1/audio-analysis/598yNsG1JFrGd4n2kMoz7F",183011,4,"Woah","Andrew"
"183",0.881,0.457,7,-8.191,0,0.156,0.0327,0,0.231,0.296,136.97,"audio_features","2Ec33AVlkTTq8BHFgBTdQs","spotify:track:2Ec33AVlkTTq8BHFgBTdQs","https://api.spotify.com/v1/tracks/2Ec33AVlkTTq8BHFgBTdQs","https://api.spotify.com/v1/audio-analysis/2Ec33AVlkTTq8BHFgBTdQs",198913,4,"Futsal Shuffle 2020","Andrew"
"184",0.405,0.646,4,-3.206,0,0.0476,0.331,0,0.103,0.17,130.218,"audio_features","77Y7tccX9Hx5iClDr39uy9","spotify:track:77Y7tccX9Hx5iClDr39uy9","https://api.spotify.com/v1/tracks/77Y7tccX9Hx5iClDr39uy9","https://api.spotify.com/v1/audio-analysis/77Y7tccX9Hx5iClDr39uy9",156267,4,"Hollywood's Bleeding","Andrew"
"185",0.52,0.661,4,-8.241,0,0.434,0.271,0,0.311,0.632,92.798,"audio_features","48rQlLxXqYq8rzUaNJoEq1","spotify:track:48rQlLxXqYq8rzUaNJoEq1","https://api.spotify.com/v1/tracks/48rQlLxXqYq8rzUaNJoEq1","https://api.spotify.com/v1/audio-analysis/48rQlLxXqYq8rzUaNJoEq1",198261,4,"Fugazi","Andrew"
"186",0.749,0.865,3,-5.228,1,0.0413,0.00536,0,0.198,0.371,111.914,"audio_features","5SsR3wtCOafDmZgvIdRhSm","spotify:track:5SsR3wtCOafDmZgvIdRhSm","https://api.spotify.com/v1/tracks/5SsR3wtCOafDmZgvIdRhSm","https://api.spotify.com/v1/audio-analysis/5SsR3wtCOafDmZgvIdRhSm",216013,4,"Man Of The Year","Andrew"
"187",0.436,0.61,9,-5.685,1,0.134,0.00171,0,0.217,0.0972,141.951,"audio_features","5974upRH7uHuhRkstgEhHu","spotify:track:5974upRH7uHuhRkstgEhHu","https://api.spotify.com/v1/tracks/5974upRH7uHuhRkstgEhHu","https://api.spotify.com/v1/audio-analysis/5974upRH7uHuhRkstgEhHu",219773,4,"Bang Bang Pow Pow (feat. Lil' Wayne)","Andrew"
"188",0.531,0.665,8,-6.672,0,0.286,0.0607,0,0.131,0.8,73.726,"audio_features","0yQw3d0iQDjMrxaVHFv77J","spotify:track:0yQw3d0iQDjMrxaVHFv77J","https://api.spotify.com/v1/tracks/0yQw3d0iQDjMrxaVHFv77J","https://api.spotify.com/v1/audio-analysis/0yQw3d0iQDjMrxaVHFv77J",226293,4,"Strange Clouds (feat. Lil Wayne)","Andrew"
"189",0.729,0.603,6,-6.736,0,0.0666,0.0948,0,0.113,0.207,134.972,"audio_features","3XiNC94b4Tq1xwv70sQJGN","spotify:track:3XiNC94b4Tq1xwv70sQJGN","https://api.spotify.com/v1/tracks/3XiNC94b4Tq1xwv70sQJGN","https://api.spotify.com/v1/audio-analysis/3XiNC94b4Tq1xwv70sQJGN",243976,4,"Sanguine Paradise","Andrew"
"190",0.884,0.406,1,-7.202,1,0.2,0.179,0,0.106,0.163,130.027,"audio_features","6rcKz2VYbcaHJ0qSXucR56","spotify:track:6rcKz2VYbcaHJ0qSXucR56","https://api.spotify.com/v1/tracks/6rcKz2VYbcaHJ0qSXucR56","https://api.spotify.com/v1/audio-analysis/6rcKz2VYbcaHJ0qSXucR56",297377,4,"Too Hotty","Andrew"
"191",0.897,0.662,1,-6.903,0,0.292,0.0852,0,0.534,0.389,112.511,"audio_features","78QR3Wp35dqAhFEc2qAGjE","spotify:track:78QR3Wp35dqAhFEc2qAGjE","https://api.spotify.com/v1/tracks/78QR3Wp35dqAhFEc2qAGjE","https://api.spotify.com/v1/audio-analysis/78QR3Wp35dqAhFEc2qAGjE",145543,4,"Drip Too Hard (Lil Baby & Gunna)","Andrew"
"192",0.496,0.785,7,-3.472,1,0.306,0.0328,0,0.0941,0.357,170.02,"audio_features","6XAA7T9VHcqKQSzjmXAJ8o","spotify:track:6XAA7T9VHcqKQSzjmXAJ8o","https://api.spotify.com/v1/tracks/6XAA7T9VHcqKQSzjmXAJ8o","https://api.spotify.com/v1/audio-analysis/6XAA7T9VHcqKQSzjmXAJ8o",318360,4,"That's All She Wrote","Andrew"
"193",0.451,0.814,7,-6.199,0,0.0705,0.0179,0.115,0.0687,0.257,120.136,"audio_features","22LwhIWG9emahUJCGPWLT0","spotify:track:22LwhIWG9emahUJCGPWLT0","https://api.spotify.com/v1/tracks/22LwhIWG9emahUJCGPWLT0","https://api.spotify.com/v1/audio-analysis/22LwhIWG9emahUJCGPWLT0",270853,4,"Too Bright To See, Too Loud To Hear","Andrew"
"194",0.503,0.921,8,-5.907,0,0.106,0.00093,2.75e-06,0.26,0.359,121.983,"audio_features","6FhB5ZyT4JsIJ0ozDlXCIp","spotify:track:6FhB5ZyT4JsIJ0ozDlXCIp","https://api.spotify.com/v1/tracks/6FhB5ZyT4JsIJ0ozDlXCIp","https://api.spotify.com/v1/audio-analysis/6FhB5ZyT4JsIJ0ozDlXCIp",221160,4,"Save Yourself","Andrew"
"195",0.448,0.913,11,-3.094,0,0.0399,3.92e-05,1.46e-05,0.236,0.233,92.482,"audio_features","23ttPeTdUAaOC9RSXb3Ze6","spotify:track:23ttPeTdUAaOC9RSXb3Ze6","https://api.spotify.com/v1/tracks/23ttPeTdUAaOC9RSXb3Ze6","https://api.spotify.com/v1/audio-analysis/23ttPeTdUAaOC9RSXb3Ze6",260947,4,"Memorial","Andrew"
"196",0.517,0.977,7,-4.627,1,0.0741,4.97e-05,0.00129,0.105,0.135,121.503,"audio_features","5QDDmrz819WmzBeQHZNhor","spotify:track:5QDDmrz819WmzBeQHZNhor","https://api.spotify.com/v1/tracks/5QDDmrz819WmzBeQHZNhor","https://api.spotify.com/v1/audio-analysis/5QDDmrz819WmzBeQHZNhor",228018,4,"A Match Made In Heaven","Andrew"
"197",0.29,0.869,6,-5.155,1,0.0743,6.09e-05,0,0.815,0.434,110.006,"audio_features","6X0s2eXXpSLZCqpd4ffm3t","spotify:track:6X0s2eXXpSLZCqpd4ffm3t","https://api.spotify.com/v1/tracks/6X0s2eXXpSLZCqpd4ffm3t","https://api.spotify.com/v1/audio-analysis/6X0s2eXXpSLZCqpd4ffm3t",181896,5,"Bones","Andrew"
"198",0.467,0.983,9,-3.443,0,0.153,0.00209,0.105,0.349,0.0833,120.01,"audio_features","4pp9Yhne1AavWHck7OzGFD","spotify:track:4pp9Yhne1AavWHck7OzGFD","https://api.spotify.com/v1/tracks/4pp9Yhne1AavWHck7OzGFD","https://api.spotify.com/v1/audio-analysis/4pp9Yhne1AavWHck7OzGFD",321747,4,"Don't Ask, Don't Tell","Andrew"
"199",0.392,0.969,4,-3.551,1,0.117,1.43e-05,0.607,0.13,0.398,160.027,"audio_features","79I0U2dFCojyIUM41FoCZK","spotify:track:79I0U2dFCojyIUM41FoCZK","https://api.spotify.com/v1/tracks/79I0U2dFCojyIUM41FoCZK","https://api.spotify.com/v1/audio-analysis/79I0U2dFCojyIUM41FoCZK",201787,4,"Perfect Strangers","Andrew"
"200",0.4,0.976,4,-4.585,0,0.141,0.00209,2.79e-05,0.347,0.219,173.048,"audio_features","41WWaiW72IAkzzRfnyZzJj","spotify:track:41WWaiW72IAkzzRfnyZzJj","https://api.spotify.com/v1/tracks/41WWaiW72IAkzzRfnyZzJj","https://api.spotify.com/v1/audio-analysis/41WWaiW72IAkzzRfnyZzJj",232261,4,"Into Despair","Andrew"
